OBJECTID,Id,Company,Status,StatusStart,LatestEventStart,LatestEventEnd,Latitude,Longitude,ReceivingWaterCourse,LastUpdated,x,y
721,WXW00211,Wessex Water,0,2/19/2026 4:52:00 PM,2/19/2026 4:46:00 PM,2/19/2026 4:52:00 PM,50.921219606294,-2.30681085983197,RIVER STOUR,3/9/2026 5:33:26 PM,-256793.010272889,6607370.19626349
722,WXW00284,Wessex Water,0,12/20/2025 2:12:00 PM,12/20/2025 2:10:00 PM,12/20/2025 2:12:00 PM,51.5350536032556,-2.48060603318025,RIVER FROME,3/9/2026 5:33:26 PM,-276139.800472347,6716489.86096044
723,WXW00305,Wessex Water,0,2/27/2026 10:44:00 PM,2/27/2026 10:26:00 PM,2/27/2026 10:44:00 PM,51.5334961634762,-2.48334822330752,RIVER FROME,3/9/2026 5:33:26 PM,-276445.059680973,6716211.14635987
724,WXW00421,Wessex Water,0,2/22/2026 11:24:00 PM,2/22/2026 11:18:00 PM,2/22/2026 11:24:00 PM,51.4863959016623,-2.42882102020883,TRIBUTARY OF FELTHAM BROOK,3/9/2026 5:33:26 PM,-270375.119197646,6707786.73023402
725,WXW01087,Wessex Water,0,1/31/2025 6:20:00 AM,1/31/2025 4:06:00 AM,1/31/2025 6:20:00 AM,51.5275357757286,-2.49079077943292,RIVER FROME,3/9/2026 5:33:26 PM,-277273.561239053,6715144.58189523
726,WXW00798,Wessex Water,0,2/14/2026 1:26:00 AM,2/13/2026 5:44:00 PM,2/14/2026 1:26:00 AM,51.530029011202,-2.48768364438678,RIVER FROME,3/9/2026 5:33:26 PM,-276927.676547892,6715590.70976658
727,WXW00184,Wessex Water,0,2/27/2026 11:16:00 PM,2/27/2026 11:08:00 PM,2/27/2026 11:16:00 PM,51.4640007236115,-2.12890001703502,HARDENHUISH BROOK,3/9/2026 5:33:26 PM,-236988.06584613,6703784.15098203
728,WXW00445,Wessex Water,0,2/9/2026 2:24:00 AM,2/9/2026 2:22:00 AM,2/9/2026 2:24:00 AM,51.5841178046025,-2.10457491460492,SHERSTON AVON,3/9/2026 5:33:26 PM,-234280.207830117,6725275.12551279
729,WXW00458,Wessex Water,0,2/27/2026 11:48:00 PM,2/27/2026 11:06:00 PM,2/27/2026 11:48:00 PM,51.462269987937,-2.12557991269067,HARDENHUISH BROOK,3/9/2026 5:33:26 PM,-236618.473521136,6703474.90694728
730,WSX0572,Wessex Water,-1,,2/26/2025 7:44:00 AM,2/26/2025 8:50:00 AM,51.4547990228015,-2.10531447049375,RIVER AVON VIA SWS,3/21/2025 1:23:26 PM,-234362.534815074,6702140.14592692
731,WXW01045,Wessex Water,0,2/15/2026 1:44:00 PM,2/15/2026 1:32:00 PM,2/15/2026 1:44:00 PM,51.5809914927833,-2.09486885199932,SHERSTON AVON,3/9/2026 5:33:26 PM,-233199.733883254,6724715.0561952
732,WXW00846,Wessex Water,0,2/10/2026 4:38:00 PM,2/10/2026 3:44:00 PM,2/10/2026 4:38:00 PM,51.4358778729652,-2.00550843527969,RIVER MARDEN,3/9/2026 5:33:26 PM,-223252.17779695,6698760.67429066
733,WXW00749,Wessex Water,0,2/9/2026 4:56:00 AM,2/9/2026 3:04:00 AM,2/9/2026 4:56:00 AM,51.4606503595035,-2.11529750504898,RIVER AVON,3/9/2026 5:33:26 PM,-235473.841138334,6703185.52593191
734,WXW00758,Wessex Water,0,2/18/2026 7:26:00 PM,2/18/2026 6:54:00 PM,2/18/2026 7:26:00 PM,51.4356471726249,-2.01908710804534,RIVER MARDEN,3/9/2026 5:33:26 PM,-224763.74873487,6698719.47796799
735,WXW01284,Wessex Water,0,2/15/2026 6:44:00 PM,2/15/2026 6:40:00 PM,2/15/2026 6:44:00 PM,51.5320383699912,-1.89599852469517,HANCOCK'S WATER,3/9/2026 5:33:26 PM,-211061.590313864,6715950.27279178
736,WXW00234,Wessex Water,0,1/27/2025 1:22:00 AM,1/27/2025 1:20:00 AM,1/27/2025 1:22:00 AM,51.4356542528152,-2.00606542216503,RIVER MARDEN,3/9/2026 5:33:26 PM,-223314.181293404,6698720.74227948
737,WXW00841,Wessex Water,0,1/15/2026 4:36:00 PM,1/15/2026 4:34:00 PM,1/15/2026 4:36:00 PM,51.5895060391175,-2.105668537852,RIVER AVON (TETBURY BRANCH),3/9/2026 5:33:26 PM,-234401.949413102,6726240.5018967
738,WXW00908,Wessex Water,0,2/10/2026 4:12:00 PM,2/10/2026 3:08:00 PM,2/10/2026 4:12:00 PM,51.4272620753072,-1.99197705737776,RIVER MARDEN,3/9/2026 5:33:26 PM,-221745.871699176,6697222.28640346
739,WXW01128,Wessex Water,0,2/10/2026 3:42:00 PM,2/10/2026 3:08:00 PM,2/10/2026 3:42:00 PM,51.4357591234067,-2.00573693087482,RIVER MARDEN,3/9/2026 5:33:26 PM,-223277.613810248,6698739.46907215
740,WXW01130,Wessex Water,0,2/20/2026 4:24:00 PM,2/20/2026 4:18:00 PM,2/20/2026 4:24:00 PM,51.5702274365811,-2.20877321146677,RIVER AVON (SHERSTON BRANCH),3/9/2026 5:33:26 PM,-245879.509178305,6722787.00270678
741,WXW00922,Wessex Water,0,2/28/2026 12:44:00 AM,2/27/2026 11:04:00 PM,2/28/2026 12:44:00 AM,51.4173199219059,-2.2555406783142,BY BROOK,3/9/2026 5:33:26 PM,-251085.639773451,6695447.43241474
742,WXW01275,Wessex Water,0,11/14/2025 3:58:00 PM,11/14/2025 3:54:00 PM,11/14/2025 3:58:00 PM,51.4527571320305,-2.11369229187436,TRIBUTARY OF RIVER AVON,3/9/2026 5:33:26 PM,-235295.149625122,6701775.38017385
743,WXW00843,Wessex Water,0,1/11/2026 10:14:00 PM,1/11/2026 10:12:00 PM,1/11/2026 10:14:00 PM,51.5804230036038,-2.09465325223176,RIVER AVON (SHERSTON BRANCH),3/9/2026 5:33:26 PM,-233175.733426914,6724613.21721645
744,WXW01049,Wessex Water,0,2/19/2026 3:18:00 AM,2/18/2026 2:20:00 PM,2/19/2026 3:18:00 AM,50.7277953550993,-1.98714063086958,CREEKMOOR LAKE(VIA SWS),3/9/2026 5:33:26 PM,-221207.483163027,6573284.38641747
745,WXW01189,Wessex Water,0,2/18/2026 8:06:00 PM,2/18/2026 7:34:00 PM,2/18/2026 8:06:00 PM,50.6841110811192,-2.11038315796017,RIVER FROME (ESTUARINE),3/9/2026 5:33:26 PM,-234926.778522827,6565605.70642931
746,WXW01059,Wessex Water,0,3/1/2026 10:21:00 PM,3/1/2026 10:20:00 PM,3/1/2026 10:21:00 PM,50.6823791999135,-2.22216576594179,TRIB OF RIVER FROME,3/9/2026 5:33:26 PM,-247370.361522884,6565301.42934261
747,WXW00028,Wessex Water,0,2/18/2026 9:08:00 PM,2/18/2026 8:58:00 PM,2/18/2026 9:08:00 PM,51.06381118698,-1.78553721749629,RIVER AVON VIA SWS,3/9/2026 5:33:26 PM,-198765.093844126,6632588.95431796
748,WXW00533,Wessex Water,0,2/13/2026 5:46:00 PM,2/13/2026 5:18:00 PM,2/13/2026 5:46:00 PM,51.06381118698,-1.78553721749629,RIVER AVON VIA SW SEWER,3/9/2026 5:33:26 PM,-198765.093844126,6632588.95431796
749,WXW00310,Wessex Water,0,1/27/2026 9:54:00 AM,1/27/2026 9:50:00 AM,1/27/2026 9:54:00 AM,51.063820078952,-1.78548009924087,RIVER AVON VIA SWS,3/9/2026 5:33:26 PM,-198758.735469017,6632590.52937218
750,WXW00712,Wessex Water,0,2/27/2026 8:48:00 PM,2/27/2026 8:34:00 PM,2/27/2026 8:48:00 PM,51.0854078578901,-2.2653381284389,SHREEN WATER,3/9/2026 5:33:26 PM,-252176.286932405,6636415.31170086
751,WXW00296,Wessex Water,0,2/19/2026 3:34:00 PM,2/18/2026 6:04:00 PM,2/19/2026 3:34:00 PM,51.0852886408433,-2.26519693727019,SHREEN WATER,3/9/2026 5:33:26 PM,-252160.5696034,6636394.18469878
752,WXW01139,Wessex Water,0,2/19/2026 12:04:00 AM,2/18/2026 11:56:00 PM,2/19/2026 12:04:00 AM,51.0629795207263,-2.07763867844966,RIVER NADDER VIA SWS,3/9/2026 5:33:26 PM,-231281.679737427,6632441.64081323
753,WXW00672,Wessex Water,0,2/15/2026 2:46:00 PM,2/15/2026 2:44:00 PM,2/15/2026 2:46:00 PM,51.1462132992962,-2.27706499806788,TRIBUTARY OF RIVER WYLYE,3/9/2026 5:33:26 PM,-253481.716088103,6647198.02872821
754,WXW00691,Wessex Water,0,2/7/2026 8:28:00 PM,2/7/2026 6:16:00 PM,2/7/2026 8:28:00 PM,51.1528029578367,-3.05491075358816,TRIB OF CANNINGTON BROOK(S),3/9/2026 5:33:26 PM,-340071.10950833,6648367.43524667
755,WXW00202,Wessex Water,0,2/15/2026 2:16:00 PM,2/15/2026 2:04:00 PM,2/15/2026 2:16:00 PM,51.1620493442122,-2.91872251110247,COSSINGTON BROOK(S),3/9/2026 5:33:26 PM,-324910.703702791,6650008.58858359
756,WXW00522,Wessex Water,0,2/15/2026 5:58:00 PM,2/15/2026 5:54:00 PM,2/15/2026 5:58:00 PM,50.8837664451846,-2.7820485017735,CREWKERNE STREAM(S),3/9/2026 5:33:26 PM,-309696.222579615,6600759.04943427
757,WXW00170,Wessex Water,0,2/27/2026 11:56:00 PM,2/27/2026 11:44:00 PM,2/27/2026 11:56:00 PM,50.9262092297646,-2.91469964102891,SHUDRICK STREAM,3/9/2026 5:33:26 PM,-324462.879854676,6608251.35487968
758,WXW00029,Wessex Water,0,2/28/2026 12:00:00 AM,2/27/2026 11:50:00 PM,2/28/2026 12:00:00 AM,50.9294665748699,-2.92208984772599,SHUDRICK STREAM,3/9/2026 5:33:26 PM,-325285.553901051,6608826.6472129
759,WXW01131,Wessex Water,0,1/27/2026 8:44:00 AM,1/27/2026 5:02:00 AM,1/27/2026 8:44:00 AM,50.9549090333774,-2.73462802246251,TRIB OF WELLHAMS BROOK,3/9/2026 5:33:26 PM,-304417.398969543,6613321.52524235
760,WXW00809,Wessex Water,0,2/15/2026 2:42:00 PM,2/15/2026 2:28:00 PM,2/15/2026 2:42:00 PM,50.9570719746155,-2.74761941151258,TRIB OF THE WELLHAMS BROOK,3/9/2026 5:33:26 PM,-305863.593783294,6613703.76205134
761,WXW00332,Wessex Water,0,1/27/2026 8:44:00 AM,1/27/2026 5:24:00 AM,1/27/2026 8:44:00 AM,50.9685302652935,-2.76879763835772,MILL BROOK,3/9/2026 5:33:26 PM,-308221.1432116,6615728.97773361
762,WXW00572,Wessex Water,0,2/15/2026 2:44:00 PM,2/15/2026 2:36:00 PM,2/15/2026 2:44:00 PM,50.9672907345894,-2.77390289613146,TRIB OF HINTON MEADS BROOK,3/9/2026 5:33:26 PM,-308789.457907341,6615509.87060928
763,WXW00323,Wessex Water,0,2/15/2026 2:50:00 PM,2/15/2026 2:42:00 PM,2/15/2026 2:50:00 PM,50.9368385414863,-2.63693156543678,DODHAM BROOK,3/9/2026 5:33:26 PM,-293541.879121132,6610128.78756631
764,WXW00471,Wessex Water,0,2/15/2026 2:52:00 PM,2/15/2026 2:22:00 PM,2/15/2026 2:52:00 PM,50.9415750187655,-2.62202882744712,DODHAM BROOK VIA SWS,3/9/2026 5:33:26 PM,-291882.913916698,6610965.51967808
765,WXW01292,Wessex Water,0,1/27/2026 6:52:00 AM,1/27/2026 6:50:00 AM,1/27/2026 6:52:00 AM,50.9415750878203,-2.62202886252833,DODHAM BROOK,3/9/2026 5:33:26 PM,-291882.91782192,6610965.53187772
766,WXW00886,Wessex Water,0,1/31/2026 12:26:00 PM,1/31/2026 12:14:00 PM,1/31/2026 12:26:00 PM,50.9416124004733,-2.64330771520096,TRIBUTARY OF THE RIVER YEO,3/9/2026 5:33:26 PM,-294251.668866102,6610972.12375938
767,WXW00561,Wessex Water,0,2/15/2026 2:54:00 PM,2/15/2026 2:40:00 PM,2/15/2026 2:54:00 PM,50.9372666332825,-2.63883586973704,DODHAM BROOK,3/9/2026 5:33:26 PM,-293753.865306153,6610204.4094974
768,WXW00753,Wessex Water,0,2/19/2026 6:28:00 AM,2/19/2026 6:26:00 AM,2/19/2026 6:28:00 AM,50.9132968127492,-2.6542918036966,TRIBUTARY OF RIVER YEO,3/9/2026 5:33:26 PM,-295474.412004266,6605971.23916277
769,WXW00806,Wessex Water,0,2/15/2026 6:02:00 PM,2/15/2026 5:58:00 PM,2/15/2026 6:02:00 PM,50.8888558012343,-2.74566824622198,TRIB OF SMALL BROOK,3/9/2026 5:33:26 PM,-305646.391056691,6601657.09883927
770,WXW00726,Wessex Water,0,2/15/2026 3:00:00 PM,2/15/2026 2:42:00 PM,2/15/2026 3:00:00 PM,51.0231643682072,-2.57736264400156,RIVER CAM,3/9/2026 5:33:26 PM,-286910.697119859,6625392.25459252
771,WXW01109,Wessex Water,0,2/15/2026 2:48:00 PM,2/15/2026 2:36:00 PM,2/15/2026 2:48:00 PM,51.002061317974,-2.41470495722424,TRIB OF BOW BROOK,3/9/2026 5:33:26 PM,-268803.726254196,6621658.35412345
772,WXW01006,Wessex Water,0,2/18/2026 7:36:00 PM,2/18/2026 7:34:00 PM,2/18/2026 7:36:00 PM,51.0402173550045,-2.82861929357225,NORTHSTREET MOOR RHYNE VIA SWS,3/9/2026 5:33:26 PM,-314880.459408492,6628410.7927849
773,WXW00906,Wessex Water,0,2/15/2026 2:54:00 PM,2/15/2026 2:18:00 PM,2/15/2026 2:54:00 PM,50.960805876091,-2.74684814991428,TRIBUTARY OF WELLHAMS BROOK,3/9/2026 5:33:26 PM,-305777.737334903,6614363.66215543
774,WXW00127,Wessex Water,0,2/15/2026 3:00:00 PM,2/15/2026 2:44:00 PM,2/15/2026 3:00:00 PM,51.0495958696872,-2.41385711744141,RIVER CALE,3/9/2026 5:33:26 PM,-268709.345161296,6630071.35117347
775,WXW00752,Wessex Water,0,2/8/2026 4:06:00 PM,2/8/2026 4:04:00 PM,2/8/2026 4:06:00 PM,51.0495495342816,-2.41077914574761,TRIB OF RIVER CALE VIA SWS,3/9/2026 5:33:26 PM,-268366.706919667,6630063.1462071
776,WXW00358,Wessex Water,0,2/14/2026 2:00:00 AM,2/14/2026 1:58:00 AM,2/14/2026 2:00:00 AM,51.0176453880897,-2.86086792266138,TRIBUTARY OF DRAYTON DRAIN,3/9/2026 5:33:26 PM,-318470.360377476,6624415.58131802
777,WXW00491,Wessex Water,0,2/27/2026 5:06:00 PM,2/27/2026 3:34:00 PM,2/27/2026 5:06:00 PM,51.6336734342691,-2.34966264028456,DYERS BROOK,3/9/2026 5:33:26 PM,-261563.248652457,6734158.01818969
778,WXW01195,Wessex Water,0,2/18/2026 7:26:00 PM,2/18/2026 7:18:00 PM,2/18/2026 7:26:00 PM,51.6364175692605,-2.34922054944009,DYERS BROOK,3/9/2026 5:33:26 PM,-261514.035324765,6734650.19042531
779,WXW00822,Wessex Water,0,2/18/2026 7:08:00 PM,2/18/2026 7:00:00 PM,2/18/2026 7:08:00 PM,51.6371785742732,-2.34871015795245,DYERS BROOK,3/9/2026 5:33:26 PM,-261457.218804255,6734786.6851725
780,WXW01106,Wessex Water,0,2/13/2026 1:46:00 PM,2/13/2026 1:42:00 PM,2/13/2026 1:46:00 PM,50.9927261607006,-3.11577193589658,SHERFORD STREAM,3/9/2026 5:33:26 PM,-346846.145331979,6620007.16562867
781,WXW00073,Wessex Water,0,2/28/2026 7:16:00 PM,2/28/2026 7:14:00 PM,2/28/2026 7:16:00 PM,51.0442302123361,-3.07183367619778,ALLEN'S BROOK,3/9/2026 5:33:26 PM,-341954.960635966,6629121.26754637
782,WXW00734,Wessex Water,0,1/27/2026 9:16:00 AM,1/27/2026 9:14:00 AM,1/27/2026 9:16:00 AM,50.9711408556246,-3.09305351778186,TRIB OF BROUGHTON BROOK,3/9/2026 5:33:26 PM,-344317.14259582,6616190.46097513
783,WXW01054,Wessex Water,0,9/8/2025 1:30:00 PM,9/8/2025 1:24:00 PM,9/8/2025 1:30:00 PM,50.9895985347309,-3.2396538466526,RIVER TONE VIA SWS,3/9/2026 5:33:26 PM,-360636.616555837,6619454.03016018
784,WXW00675,Wessex Water,0,2/19/2026 6:12:00 PM,2/19/2026 6:02:00 PM,2/19/2026 6:12:00 PM,51.0410480015299,-3.08024820160125,TRIB OF OLD RIVER TONE,3/9/2026 5:33:26 PM,-342891.661319148,6628557.85336418
785,WXW00564,Wessex Water,0,1/20/2026 3:16:00 PM,1/20/2026 3:04:00 PM,1/20/2026 3:16:00 PM,51.0255575257622,-3.24658078320643,TRIB OF HILLFARRANCE BROOK,3/9/2026 5:33:26 PM,-361407.719605767,6625815.79887678
786,WXW01266,Wessex Water,0,1/27/2026 8:46:00 AM,1/27/2026 7:30:00 AM,1/27/2026 8:46:00 AM,51.0290778765336,-2.97106478954482,TRIB OF HAYMOOR MAIN DRAIN SWS,3/9/2026 5:33:26 PM,-330737.419485954,6626438.87509438
787,WXW01048,Wessex Water,0,2/28/2026 2:00:00 AM,2/27/2026 11:30:00 PM,2/28/2026 2:00:00 AM,51.4050901048518,-2.31683581594606,ST. CATHERINES BROOK,3/9/2026 5:33:26 PM,-257908.983282734,6693264.71855208
788,WXW00227,Wessex Water,0,2/27/2026 11:36:00 PM,2/27/2026 11:30:00 PM,2/27/2026 11:36:00 PM,51.3989887557601,-2.32864227391821,RIVER AVON,3/9/2026 5:33:26 PM,-259223.272172265,6692175.99988681
789,WXW00728,Wessex Water,0,2/10/2026 3:10:00 PM,2/10/2026 2:58:00 PM,2/10/2026 3:10:00 PM,51.4100762399066,-2.31956907509629,TRIB OF RIVER BRISTOL AVON,3/9/2026 5:33:26 PM,-258213.248299544,6694154.5473965
790,WXW00730,Wessex Water,0,2/28/2026 1:36:00 AM,2/27/2026 11:38:00 PM,2/28/2026 1:36:00 AM,51.4005136507919,-2.32614478687481,RIVER AVON,3/9/2026 5:33:26 PM,-258945.253186331,6692448.08702671
791,WXW00831,Wessex Water,0,2/28/2026 1:50:00 AM,2/28/2026 12:22:00 AM,2/28/2026 1:50:00 AM,51.4013016666585,-2.3094392104257,RIVER AVON,3/9/2026 5:33:26 PM,-257085.596922609,6692588.69631464
792,WXW00952,Wessex Water,0,2/22/2026 6:28:00 AM,2/22/2026 6:18:00 AM,2/22/2026 6:28:00 AM,51.4043029444766,-2.45008101172796,RIVER AVON (VIA SWS),3/9/2026 5:33:26 PM,-272741.770627825,6693124.25027671
793,WXW01254,Wessex Water,0,1/27/2026 8:42:00 AM,1/27/2026 7:30:00 AM,1/27/2026 8:42:00 AM,51.4165021955737,-2.46090387098995,RIVER AVON VIA SWS,3/9/2026 5:33:26 PM,-273946.565809797,6695301.47067444
794,WXW00111,Wessex Water,0,2/6/2026 5:10:00 PM,2/6/2026 5:08:00 PM,2/6/2026 5:10:00 PM,51.3980745937143,-2.4469400035616,RIVER AVON,3/9/2026 5:33:26 PM,-272392.115198168,6692012.89023034
795,WXW00185,Wessex Water,0,2/5/2026 4:46:00 PM,2/5/2026 4:45:00 PM,2/5/2026 4:46:00 PM,51.4189084220905,-2.50805402585475,CHARLTON BOTTOM VIA SWS,3/9/2026 5:33:26 PM,-279195.29704017,6695730.98247921
796,WXW01197,Wessex Water,0,2/13/2026 5:22:00 PM,2/13/2026 5:20:00 PM,2/13/2026 5:22:00 PM,51.2817781034779,-2.46010837595407,TRIB OF WATERSIDE,3/9/2026 5:33:26 PM,-273858.011707475,6671289.17818262
797,WXW00129,Wessex Water,0,2/18/2026 9:14:00 PM,2/18/2026 8:40:00 PM,2/18/2026 9:14:00 PM,51.2906269028322,-2.48289999094005,WELLOW BROOK,3/9/2026 5:33:26 PM,-276395.16268207,6672864.16329148
798,WXW00593,Wessex Water,0,2/15/2026 6:08:00 PM,2/15/2026 6:00:00 PM,2/15/2026 6:08:00 PM,51.2896068271816,-2.44700791236549,WATERSIDE,3/9/2026 5:33:26 PM,-272399.674771638,6672682.58601296
799,WXW00174,Wessex Water,0,2/6/2026 2:30:00 PM,2/6/2026 2:06:00 PM,2/6/2026 2:30:00 PM,51.3186153092134,-2.45682181109916,CAM BROOK,3/9/2026 5:33:26 PM,-273492.152981366,6677847.77876225
800,WXW01213,Wessex Water,0,2/6/2026 1:58:00 PM,2/6/2026 1:56:00 PM,2/6/2026 1:58:00 PM,51.2921155835099,-2.47218657708684,TRIB OF MIDFORD BROOK (S),3/9/2026 5:33:26 PM,-275202.550907273,6673129.1612554
801,WXW01212,Wessex Water,0,2/19/2026 12:04:00 AM,2/18/2026 11:44:00 PM,2/19/2026 12:04:00 AM,51.2916392041326,-2.46334321444801,WELLOW BROOK,3/9/2026 5:33:26 PM,-274218.112281418,6673044.36069441
802,WXW01008,Wessex Water,0,3/9/2026 3:20:00 AM,3/9/2026 3:18:00 AM,3/9/2026 3:20:00 AM,51.2915578706859,-2.45637714198371,WELLOW BROOK,3/9/2026 5:33:26 PM,-273442.652641864,6673029.88256972
803,WXW00559,Wessex Water,0,2/13/2026 5:16:00 PM,2/13/2026 3:02:00 PM,2/13/2026 5:16:00 PM,51.2848808254628,-2.54345369096266,TRIB OF WELLOW BROOK,3/9/2026 5:33:26 PM,-283135.969734236,6671841.39267245
804,WXW00699,Wessex Water,0,2/6/2026 4:52:00 PM,2/6/2026 4:42:00 PM,2/6/2026 4:52:00 PM,51.3282915632027,-2.54069821239414,TRIB OF THE CAM BROOK,3/9/2026 5:33:26 PM,-282829.231263096,6679571.43979884
805,WXW00255,Wessex Water,0,1/11/2026 9:32:00 PM,1/11/2026 9:18:00 PM,1/11/2026 9:32:00 PM,51.4184356464257,-2.50876082263814,CHARLTON BOTTOM VIA SWS,3/9/2026 5:33:26 PM,-279273.977298192,6695646.59016521
806,WXW00186,Wessex Water,0,2/13/2026 8:58:00 PM,2/13/2026 3:08:00 PM,2/13/2026 8:58:00 PM,51.3116137613455,-2.49977906121479,TRIB OF CAM BROOK,3/9/2026 5:33:26 PM,-278274.132190118,6676600.79810858
807,WXW00719,Wessex Water,0,11/14/2025 4:26:00 PM,11/14/2025 4:22:00 PM,11/14/2025 4:26:00 PM,51.3460174205183,-2.3441428881826,MIDFORD BROOK,3/9/2026 5:33:26 PM,-260948.792659161,6682729.94523325
808,WXW01085,Wessex Water,0,2/27/2026 11:44:00 PM,2/27/2026 11:12:00 PM,2/27/2026 11:44:00 PM,51.3529198423701,-2.33939510348845,HORSECOMBE BROOK,3/9/2026 5:33:26 PM,-260420.271684612,6683960.1929256
809,WXW00729,Wessex Water,0,2/28/2026 12:08:00 AM,2/27/2026 11:14:00 PM,2/28/2026 12:08:00 AM,51.3541968225036,-2.32799965077576, MIDFORD BROOK (VIA SWS),3/9/2026 5:33:26 PM,-259151.735691276,6684187.81478436
810,WXW00009,Wessex Water,0,2/22/2026 12:16:00 PM,2/22/2026 10:58:00 AM,2/22/2026 12:16:00 PM,50.7155775360672,-2.43148517153021,DORCHESTER MILL STREAM,3/9/2026 5:33:26 PM,-270671.691166138,6571136.05702816
811,WXW00027,Wessex Water,0,2/18/2026 9:08:00 PM,2/18/2026 2:10:00 PM,2/18/2026 9:08:00 PM,50.7137971080284,-2.42547779504418,MILL STREAM VIA SWS,3/9/2026 5:33:26 PM,-270002.953074711,6570823.04087922
812,WXW00352,Wessex Water,0,2/15/2026 3:10:00 PM,2/15/2026 2:38:00 PM,2/15/2026 3:10:00 PM,50.7118563374033,-2.41424700662694,(S) MILL STREAM,3/9/2026 5:33:26 PM,-268752.747426896,6570481.84852534
813,WXW00058,Wessex Water,0,2/15/2026 2:54:00 PM,2/15/2026 2:36:00 PM,2/15/2026 2:54:00 PM,50.94296471597,-2.51466086566951,TRIBUTARY OF THE RIVER YEO,3/9/2026 5:33:26 PM,-279930.767084102,6611211.03566268
814,WXW00260,Wessex Water,0,3/9/2026 2:12:00 AM,3/9/2026 2:10:00 AM,3/9/2026 2:12:00 AM,50.9500522368719,-2.52056742478558,TRIB OF THE RIVER YEO VIA SWS,3/9/2026 5:33:26 PM,-280588.282237244,6612463.29286656
815,WXW00661,Wessex Water,0,2/9/2026 1:28:00 AM,2/9/2026 1:04:00 AM,2/9/2026 1:28:00 AM,50.9445558599872,-2.51262028772909,RIVER YEO VIA SWS,3/9/2026 5:33:26 PM,-279703.610986851,6611492.15000355
816,WXW00796,Wessex Water,0,1/27/2026 5:48:00 AM,1/27/2026 5:46:00 AM,1/27/2026 5:48:00 AM,50.9453240986653,-2.51113207138166,RIVER YEO VIA SWS,3/9/2026 5:33:26 PM,-279537.943500865,6611627.8815197
817,WXW01016,Wessex Water,0,3/9/2026 2:58:00 AM,3/9/2026 2:56:00 AM,3/9/2026 2:58:00 AM,50.72762064658,-2.75999596107125,RIVER BRIT,3/9/2026 5:33:26 PM,-307241.344977943,6573253.6624657
818,WXW00497,Wessex Water,0,1/27/2026 5:58:00 AM,1/27/2026 12:30:00 AM,1/27/2026 5:58:00 AM,50.8068968328466,-2.73944218304524,RIVER BRIT(S),3/9/2026 5:33:26 PM,-304953.30887421,6587206.82877515
819,WXW00412,Wessex Water,0,3/9/2026 3:08:00 AM,3/9/2026 2:56:00 AM,3/9/2026 3:08:00 AM,50.8395916177098,-2.60313268054376,RIVER FROME,3/9/2026 5:33:26 PM,-289779.404465461,6592968.23665645
820,WXW00213,Wessex Water,0,2/8/2026 3:24:00 PM,2/8/2026 3:22:00 PM,2/8/2026 3:24:00 PM,50.704069630687,-2.72445517474375,RIVER BRIDE(S),3/9/2026 5:33:26 PM,-303284.962741573,6569113.06792988
821,WXW00603,Wessex Water,1,2/26/2026 11:24:00 AM,2/26/2026 11:24:00 AM,,50.6784562557044,-2.38234708773751,TADNOLL BROOK(S),3/9/2026 5:33:26 PM,-265201.664699778,6564612.24228198
822,WXW01219,Wessex Water,-1,,1/26/2026 10:54:00 PM,1/27/2026 1:44:00 PM,50.7344053043838,-2.76266633131506,RIVER BRIT,3/9/2026 5:33:26 PM,-307538.609233714,6574446.88536533
823,WXW00180,Wessex Water,0,3/9/2026 12:40:00 AM,3/9/2026 12:32:00 AM,3/9/2026 12:40:00 AM,50.7342621977079,-2.7620010295904,RIVER BRIT,3/9/2026 5:33:26 PM,-307464.548184501,6574421.71530173
824,WXW00026,Wessex Water,0,2/27/2026 9:58:00 PM,2/27/2026 8:52:00 PM,2/27/2026 9:58:00 PM,51.4791930501477,-2.80916148902024,RIVER SEVERN (ESTUARINE),3/9/2026 5:33:26 PM,-312714.426513808,6706499.1858681
825,WXW00115,Wessex Water,0,3/2/2026 7:56:00 PM,3/2/2026 7:36:00 PM,3/2/2026 7:56:00 PM,51.366763292303,-2.62103628852417,WINFORD BROOK,3/9/2026 5:33:26 PM,-291772.424989202,6686428.12800501
826,WXW00501,Wessex Water,0,2/27/2026 10:16:00 PM,2/27/2026 9:54:00 PM,2/27/2026 10:16:00 PM,51.4848788966118,-2.7617811724509,PORTBURY DITCH(S),3/9/2026 5:33:26 PM,-307440.073799685,6707515.54137628
827,WXW00920,Wessex Water,0,2/18/2026 7:08:00 PM,2/18/2026 7:07:00 PM,2/18/2026 7:08:00 PM,50.5920120373875,-2.46620101205434,PORTLAND HARBOUR (C),3/9/2026 5:33:26 PM,-274536.240855745,6549440.22634715
828,WXW00266,Wessex Water,0,2/18/2026 5:46:00 PM,2/18/2026 5:42:00 PM,2/18/2026 5:46:00 PM,50.6073567323286,-2.45950436093749,WEYMOUTH HARBOUR(E),3/9/2026 5:33:26 PM,-273790.773063397,6552131.37189123
829,WXW00267,Wessex Water,-1,,4/19/2025 4:00:00 AM,4/19/2025 4:02:00 AM,50.6073567323286,-2.45950436093749,WEYMOUTH HARBOUR,3/9/2026 5:33:26 PM,-273790.773063397,6552131.37189123
